conversation_id,title,date,from,to,duration_minutes,message_count_total,user_message_count,assistant_message_count,primary_category,primary_type,primary_tool,secondary_tool,tertiary_tool,was_solved,complexity_bucket,avg_user_message_length,model_slug
9c22ce6b-d556-49cc-be04-81e95c648817,Airflow Development Meeting,2023-10-03,2023-10-03 15:45:09.859553,2023-10-03 16:10:50.969799,"25,69",10,5,5,Translation / Writing,How-to / Question,Apache Airflow,,,TRUE,Medium,"105,4",
e15278c5-647e-47b1-b6ce-298228db3ac4,Instalar Python en VS Code,2023-10-03,2023-10-03 18:05:53.609615,2023-10-03 19:57:36.781437,"111,72",32,16,16,Data Engineering,How-to / Question,Git / GitHub,Apache Airflow,Python,TRUE,High,"245,9",
157ee57f-110a-4947-a013-b485f41a9d0d,Resumen de PDFs solicitado,2023-10-04,2023-10-04 00:26:36.848365,2023-10-04 00:27:06.092599,"0,49",4,2,2,Academic / Study,How-to / Question,Study / Coursework,,,TRUE,Low,"87,5",
82afe068-b1a6-45f3-ace4-bcd613e237e7,Resumen de PDF enlace,2023-10-04,2023-10-04 00:27:57.898165,2023-10-04 00:56:41.829577,"28,73",50,18,32,Academic / Study,How-to / Question,Study / Coursework,,,TRUE,High,"51,9",
c4ef8dba-abf4-49da-b881-679a787c10fb,Resumen del usuario.,2023-10-04,2023-10-04 01:01:35.963659,2023-10-04 01:01:49.408247,"0,22",3,1,2,Academic / Study,How-to / Question,Study / Coursework,,,TRUE,Low,161,
09dc416e-af4f-40b8-bddb-6c36ab67ba6b,Resumen de examen solicitado,2023-10-04,2023-10-04 01:02:51.643925,2023-10-04 01:05:03.049213,"2,19",5,2,3,Academic / Study,How-to / Question,Study / Coursework,,,TRUE,Medium,"149,5",
10eac5c0-fdca-4cd5-ae77-1ae0232fed85,Consultas en VS Studio,2023-10-04,2023-10-04 12:09:25.186857,2023-10-04 12:33:21.245601,"23,93",12,6,6,Data Engineering,Troubleshooting,Apache Airflow,dbt,,TRUE,Medium,"133,7",
b429073f-0e76-43b4-b383-9d9bc95c2c9e,Ayuda con entorno VS Code,2023-10-04,2023-10-04 13:33:35.401859,2023-10-04 14:04:50.288993,"31,25",13,6,7,Data Engineering,How-to / Question,Apache Airflow,Git / GitHub,dbt,TRUE,High,"530,2",
61c11c59-12b1-4bac-bb35-cf9d3c9132df,¿Dónde está AddressDim?,2023-10-04,2023-10-04 14:05:18.455543,2023-10-04 19:12:30.477692,"307,2",21,10,11,Python / Programming,How-to / Question,Python,R,,TRUE,High,"2039,7",
011151ac-4e6a-4beb-be82-58a1da29018d,Problemas para compartir pantalla,2023-10-04,2023-10-04 18:27:48.831128,2023-10-04 18:28:17.285381,"0,47",2,1,1,General / Other,Troubleshooting,General Purpose,,,TRUE,Low,44,
2189d69a-6417-4a45-b2d5-38f14f8a56b4,Job relocation to Madrid?,2023-10-05,2023-10-05 11:31:36.683149,2023-10-05 11:31:38.759091,"0,03",2,1,1,Translation / Writing,Writing / Translation,Writing / Translation,,,TRUE,Low,61,
8578ef0b-ff03-46e4-b28d-aefe90fe2665,Job with Madrid relocation.,2023-10-05,2023-10-05 11:32:05.877198,2023-10-05 11:32:11.020339,"0,09",2,1,1,Translation / Writing,Writing / Translation,Writing / Translation,,,TRUE,Low,59,
3d79c4a4-a515-41fe-a84f-e97c912e1333,ETL Call with Jacob,2023-10-05,2023-10-05 15:11:35.893468,2023-10-05 15:11:39.351066,"0,06",2,1,1,Translation / Writing,How-to / Question,Writing / Translation,,,TRUE,Low,180,
2f6e4ce7-ee43-49cc-b7af-614225b0ba56,Error en transferencia Bancolombia,2023-10-05,2023-10-05 16:34:16.648866,2023-10-05 16:34:59.886095,"0,72",2,1,1,General / Other,How-to / Question,General Purpose,,,TRUE,Low,155,
355458e9-d602-47ed-890b-39d9102aaa25,Liderazgo paternalista y educación,2023-10-05,2023-10-05 21:26:02.097924,2023-10-05 21:56:01.221871,"29,99",14,7,7,Academic / Study,Analysis / Research,Study / Coursework,,,TRUE,High,"5378,4",
50a49f78-3dff-41f7-aca1-cd83041adc6c,Suscripción a Databricks Community,2023-10-06,2023-10-06 12:18:22.684084,2023-10-06 12:18:47.891261,"0,42",2,1,1,Data Engineering,How-to / Question,Databricks,,,TRUE,Low,50,
a28a2eef-351d-4dce-a470-52989e54f0ff,Probar credenciales con UAC,2023-10-06,2023-10-06 14:09:29.991305,2023-10-06 15:47:35.139549,"98,09",12,6,6,Data Engineering,Writing / Translation,Apache Airflow,Docker,SQL Server / SSIS / SSRS,TRUE,Medium,"158,8",
bb14df86-1188-4923-8b47-46e6f581b0f4,Obtener IP de VM,2023-10-06,2023-10-06 18:16:02.145581,2023-10-06 18:25:42.218316,"9,67",8,4,4,Translation / Writing,How-to / Question,Writing / Translation,,,TRUE,Medium,"205,5",
fe83e588-484b-4c59-a3c6-1a314b57016a,Crear carpeta en VS Code,2023-10-06,2023-10-06 18:29:56.265097,2023-10-06 19:00:09.628011,"30,22",12,6,6,General / Other,Build / Design,General Purpose,,,TRUE,Medium,"44,8",
719a3ec3-8adf-4c97-87b1-eec7a4ba46fe,South Coast Living Options,2023-10-07,2023-10-07 13:41:12.667980,2023-10-07 13:42:23.690959,"1,18",4,2,2,General / Other,General Inquiry,General Purpose,,,TRUE,Low,100,
bf449d2b-c0a6-4455-b839-7d903d7b8796,Configuración de proyecto dbt,2023-10-09,2023-10-09 13:06:15.395670,2023-10-09 13:57:28.927670,"51,23",18,9,9,SQL / BI,Build / Design,Amazon Redshift,Python,dbt,TRUE,High,946,
b9757f04-387f-4525-a2c3-e9ca02b2bbd4,Clone and Install Packages,2023-10-09,2023-10-09 14:13:01.563603,2023-10-09 15:26:42.510825,"73,68",12,6,6,Academic / Study,How-to / Question,Git / GitHub,Python,,TRUE,Medium,"162,7",
5e024067-e289-4199-a888-9b2627a84610,Presiona flecha arriba teclado,2023-10-09,2023-10-09 15:43:35.703845,2023-10-09 15:43:43.855182,"0,14",2,1,1,General / Other,How-to / Question,General Purpose,,,TRUE,Low,50,
a7d31986-0be7-419d-bb19-24171e2f5c42,New chat,2023-10-09,2023-10-09 15:52:17.665630,2023-10-09 15:52:56.672356,"0,65",4,2,2,General / Other,Troubleshooting,General Purpose,,,TRUE,Low,78,
5bdd9eec-a36d-49a0-9227-292d331fe9a8,Listar bases de datos Azure desde VS Code DBT,2023-10-09,2023-10-09 16:06:50.305261,2023-10-09 16:08:07.457166,"1,29",4,2,2,Data Engineering,How-to / Question,dbt,,,TRUE,Low,"74,5",
c79769f4-51a0-449f-82ed-eb7a65bc754b,Crear videos con fotos.,2023-10-09,2023-10-09 17:35:08.918318,2023-10-09 19:29:15.685556,"114,11",5,3,2,Data Engineering,How-to / Question,dbt,,,FALSE,Medium,77,
b1998981-cd71-4dd3-8371-cefd2d593220,New chat,2023-10-09,2023-10-09 19:33:29.587437,2023-10-09 19:37:09.385124,"3,66",6,3,3,Data Engineering,How-to / Question,dbt,,,TRUE,Medium,"278,7",
42039e3b-b271-4329-a658-93c1b8699282,DBT Build Model Explanation,2023-10-09,2023-10-09 19:40:13.116483,2023-10-09 19:41:36.926799,"1,4",4,2,2,Data Engineering,Troubleshooting,dbt,,,TRUE,High,"1263,5",
02ee50ee-308f-4215-aa78-c06d4b6fd5f5,Dell Vostro recalentamiento y enfriamiento,2023-10-09,2023-10-09 22:47:04.512749,2023-10-09 22:47:40.712877,"0,6",2,1,1,AWS / Cloud,General Inquiry,Cloud / AWS,,,TRUE,Low,88,
c5013a7c-1066-43fa-8625-8adc7c4a3be7,SFC File Corruption Fixes,2023-10-09,2023-10-09 23:16:44.119750,2023-10-09 23:17:05.526167,"0,36",2,1,1,General / Other,Troubleshooting,General Purpose,,,TRUE,Medium,480,
2e7102f5-5826-4e98-ad2b-dc0ec5301b67,SFC Repaired Corrupt Files,2023-10-10,2023-10-10 00:19:01.244781,2023-10-10 00:26:24.301016,"7,38",14,7,7,SQL / BI,How-to / Question,SQL / BI Tools,,,TRUE,High,"137,7",
39175183-b932-45d5-b103-2f0f5afe0bfa,Calcular TIR proyectos inversión,2023-10-10,2023-10-10 01:20:21.880570,2023-10-10 01:20:49.684731,"0,46",2,1,1,Machine Learning / AI,How-to / Question,AI / ML,,,TRUE,Medium,680,
16e2410a-f799-4dfe-929e-6464e59d2ac5,Evaluar TIR proyectos inversión,2023-10-10,2023-10-10 01:21:07.162221,2023-10-10 01:35:04.968328,"13,96",22,5,11,Machine Learning / AI,How-to / Question,AI / ML,,,TRUE,High,"355,6",
649afab2-fc59-4874-8ae6-51bbeadc9bc7,FER con crecimiento del 50%,2023-10-10,2023-10-10 01:35:30.485885,2023-10-10 01:37:09.418691,"1,65",4,2,2,Python / Programming,How-to / Question,Python / Programming,,,TRUE,Medium,"214,5",
28e10c03-f2d0-446a-b61e-ce64dd0608d1,FER: Análisis y Resultado,2023-10-10,2023-10-10 01:37:28.983185,2023-10-10 02:08:46.775981,"31,3",20,5,10,Translation / Writing,How-to / Question,Writing / Translation,,,TRUE,High,"722,4",
4621510c-f94d-4dee-b03c-c7e5d3074311,Archivo de configuración dbt.,2023-10-10,2023-10-10 13:11:14.971175,2023-10-10 13:12:51.609352,"1,61",4,2,2,Data Engineering,Build / Design,dbt,,,TRUE,Medium,"182,5",
902bb586-fb18-4ac6-a984-473a2328641f,SQL Error in dbt Model,2023-10-10,2023-10-10 13:37:18.726241,2023-10-10 13:59:11.191581,"21,87",6,3,3,SQL / BI,Troubleshooting,Git / GitHub,SQL Server / SSIS / SSRS,dbt,TRUE,High,855,
827e9036-4302-4966-a43d-1096289aa45f,Corea del Sur: Ingreso alto.,2023-10-10,2023-10-10 20:08:56.253999,2023-10-10 21:20:45.156953,"71,82",16,7,9,General / Other,How-to / Question,General Purpose,,,TRUE,High,"208,1",
dfc7c9a8-82c7-4d1e-a692-a6efe4f345a6,"Argentina en ""Trampa del Ingreso""",2023-10-10,2023-10-10 21:21:00.731190,2023-10-10 21:21:40.256916,"0,66",4,2,2,Python / Programming,General Inquiry,Python / Programming,,,TRUE,Medium,220,
be532bfc-ecf3-44df-bede-5c39882a3338,Costo de capital propio,2023-10-10,2023-10-10 21:33:08.557276,2023-10-10 21:34:07.809230,"0,99",6,1,3,Academic / Study,How-to / Question,Study / Coursework,,,TRUE,Medium,598,
89cc2f02-b04a-444f-89b9-002b69d05d88,Fix chkdsk invalid parameter.,2023-10-10,2023-10-10 23:58:25.155707,2023-10-10 23:58:27.226026,"0,03",2,1,1,General / Other,Troubleshooting,General Purpose,,,TRUE,Low,60,
f2ff1e21-0234-4c5b-aab2-2fb00b23fe39,Crear nueva rama Git,2023-10-11,2023-10-11 11:12:42.678039,2023-10-11 12:19:39.117496,"66,94",10,5,5,Data Engineering,How-to / Question,Git / GitHub,dbt,,TRUE,Medium,"80,2",
80e7c96c-9273-46d0-8103-f19f471f4a58,Crear pull request sin commit.,2023-10-11,2023-10-11 14:52:44.414066,2023-10-11 15:21:24.768936,"28,67",14,7,7,Machine Learning / AI,How-to / Question,Git / GitHub,,,TRUE,High,"145,4",
afc6cbdc-52d4-4dfc-9504-28a8e9d5ed37,Problema Microsoft Remote Desktop,2023-10-11,2023-10-11 16:16:42.777381,2023-10-11 16:21:45.317543,"5,04",6,3,3,Translation / Writing,How-to / Question,Writing / Translation,,,TRUE,Medium,56,
a538b375-5a17-45b5-944e-9cccdaaed27d,Medicamentos en Encuentros,2023-10-12,2023-10-12 11:40:05.484851,2023-10-12 14:58:08.408111,"198,05",6,3,3,Machine Learning / AI,How-to / Question,SQL Server / SSIS / SSRS,dbt,,TRUE,High,"1296,7",
599ff17d-b9c4-4ad7-97b6-1cbab4a47f4f,Crear modelos de medicación.,2023-10-12,2023-10-12 15:25:31.271088,2023-10-13 11:23:47.828551,"1198,28",12,6,6,SQL / BI,Build / Design,SQL Server / SSIS / SSRS,dbt,,TRUE,High,"1390,7",
73173cea-69a5-4a14-9a06-b26e6c644d9a,Unión de tablas sin duplicados,2023-10-13,2023-10-13 12:04:48.008610,2023-10-13 12:05:24.194183,"0,6",2,1,1,SQL / BI,How-to / Question,SQL / BI Tools,,,TRUE,Low,77,
8b1d729e-92de-4cca-9fb8-6928cad813e0,Relación SQL de Modelos,2023-10-13,2023-10-13 12:06:52.529151,2023-10-13 19:33:21.933129,"446,49",79,39,40,SQL / BI,How-to / Question,Git / GitHub,Python,SQL Server / SSIS / SSRS,TRUE,High,"384,1",
dfa38bbd-6db9-47cc-9e10-324b3a6116ca,Traducción del OID.,2023-10-16,2023-10-16 11:52:48.689129,2023-10-16 18:39:04.914648,"406,27",134,67,67,SQL / BI,How-to / Question,dbt,,,TRUE,High,"941,1",
fa33dd8d-436c-411e-94f2-824aea435835,Model Error Troubleshooting,2023-10-16,2023-10-16 18:39:24.850050,2023-10-17 14:11:29.904895,"1172,08",92,46,46,SQL / BI,Troubleshooting,SQL Server / SSIS / SSRS,dbt,,TRUE,High,"1076,8",
2b30d014-bfea-4c0d-9e0f-7b4b3cd70fa6,Error en función ISNULL,2023-10-17,2023-10-17 11:32:39.670270,2023-10-17 14:42:35.062847,"189,92",18,9,9,SQL / BI,Build / Design,SQL Server / SSIS / SSRS,dbt,,TRUE,High,"762,6",
1da6a6d1-172c-42b4-8e3a-12af4e31b459,Balance Energético Argentina 2022,2023-10-17,2023-10-17 16:20:00.345600,2023-10-17 18:33:20.534447,"133,34",22,11,11,Python / Programming,General Inquiry,Python / Programming,,,TRUE,High,"202,8",
d44b701e-b1b2-4960-8695-eec0736c9a96,Actualizar y Solicitar Pull Request,2023-10-17,2023-10-17 18:37:58.511239,2023-10-18 18:54:57.548298,"1456,98",28,14,14,AWS / Cloud,How-to / Question,Git / GitHub,SQL Server / SSIS / SSRS,dbt,TRUE,High,"422,1",
fd4a6287-f774-4d1a-9950-436e638d807f,Unir Tablas con INNER JOIN,2023-10-17,2023-10-17 19:37:58.626397,2023-10-18 15:05:44.201518,"1167,76",6,3,3,SQL / BI,Build / Design,SQL / BI Tools,,,TRUE,High,"890,7",
24f1e33b-e019-48d7-afbe-81f6f003ca52,Análisis FODA de Volkswagen,2023-10-18,2023-10-18 15:57:43.587004,2023-10-18 16:07:58.785256,"10,25",4,2,2,Translation / Writing,How-to / Question,Writing / Translation,,,TRUE,High,2998,
de1ac8ef-4862-41c0-af3c-57d006344995,Correcciones en modelo de datos,2023-10-18,2023-10-18 18:55:04.340225,2023-10-18 19:55:11.973621,"60,13",6,3,3,Machine Learning / AI,Build / Design,SQL Server / SSIS / SSRS,dbt,,TRUE,High,2272,
4f15baff-7509-4ba2-9ad9-77547d2f4606,Profile 'lessons' Not Found,2023-10-20,2023-10-20 13:59:35.964825,2023-10-20 14:00:06.438226,"0,51",2,1,1,Data Engineering,Troubleshooting,dbt,,,TRUE,Low,216,
590645b5-9d08-44c4-928d-94914335a557,Opción de compra de euros,2023-10-22,2023-10-22 14:33:28.317667,2023-10-22 14:33:52.019172,"0,4",2,1,1,General / Other,How-to / Question,General Purpose,,,TRUE,Medium,285,
5d1b2d1c-086b-4b9b-b899-4021c162dd3e,Ajustes de Inventario - Auditoría,2023-10-22,2023-10-22 14:39:50.431051,2023-10-22 14:41:20.045287,"1,49",8,1,4,Academic / Study,How-to / Question,Study / Coursework,,,TRUE,High,4594,
5eb8f89c-72d6-4a7c-8a19-03ddd0600b67,Cadena de valor de la soja,2023-10-22,2023-10-22 14:43:00.392845,2023-10-22 14:51:41.416910,"8,68",18,9,9,Academic / Study,How-to / Question,Study / Coursework,,,TRUE,High,"1249,8",
27dc7cb6-2ae6-4286-918d-48cc6e6d428b,Crear diapositivas en PowerPoint,2023-10-23,2023-10-23 18:41:43.141347,2023-10-23 18:55:25.181376,"13,7",26,6,13,Translation / Writing,How-to / Question,Writing / Translation,,,TRUE,High,"1514,3",
807c57e2-9bba-4016-8c5e-cf7881d304ea,Editar bocetos en aha-aq,2023-10-24,2023-10-24 13:01:26.919522,2023-10-24 17:01:22.817362,"239,93",10,5,5,Data Engineering,How-to / Question,dbt,,,TRUE,Medium,"95,6",
49b8748e-9fa9-43a9-86c7-5f7176c67f48,Profile 'aha_aq' Not Found,2023-10-24,2023-10-24 13:14:32.750184,2023-10-24 16:29:30.850562,"194,97",18,9,9,Academic / Study,How-to / Question,Git / GitHub,dbt,,TRUE,High,"322,3",
21413cc7-eb94-440a-8bc0-41e498ee9e91,Detectando problemas de aplicaciones,2023-10-25,2023-10-25 14:18:13.689249,2023-10-25 15:02:53.243491,"44,66",4,2,2,General / Other,How-to / Question,General Purpose,,,TRUE,Low,"76,5",
ee22c52d-5b04-4cf7-aad5-030984b52d45,Crear archivos Word no.,2023-10-26,2023-10-26 11:04:32.669247,2023-10-26 11:04:34.909765,"0,04",2,1,1,General / Other,Build / Design,General Purpose,,,TRUE,Low,29,
abe463c2-2756-49d9-ae59-356fcfe47ac6,Crear archivos Word no posible.,2023-10-26,2023-10-26 11:04:52.207150,2023-10-27 15:30:10.117922,"1705,3",26,13,13,Academic / Study,How-to / Question,dbt,,,TRUE,High,"2337,2",
40f95702-6b61-4889-bfc1-fba95ee23279,Mejoras en código Airflow,2023-10-26,2023-10-26 11:32:58.882599,2023-10-30 15:15:31.952197,"5982,55",92,45,47,Data Engineering,How-to / Question,Apache Airflow,Git / GitHub,SQL Server / SSIS / SSRS,TRUE,High,"492,7",
15f45942-3403-4d53-8b5a-90bda8f07e58,Ayuda parcial finanzas fórmulas,2023-10-29,2023-10-29 14:47:29.810188,2023-10-29 14:50:54.264717,"3,41",14,4,7,Academic / Study,How-to / Question,Study / Coursework,,,TRUE,Medium,"241,8",
2c45dee1-189a-472c-ab94-61fe2ce4d811,Principal exportador de lácteos: Uruguay,2023-10-29,2023-10-29 15:14:43.816683,2023-10-29 15:15:27.811066,"0,73",4,2,2,SQL / BI,General Inquiry,SQL / BI Tools,,,TRUE,Medium,"173,5",
a91c8f34-5e81-4b92-ad62-9c9242d2f16a,Perspectivas del Cuadro de Mando,2023-10-31,2023-10-31 11:47:23.788809,2023-11-01 14:30:36.805037,"1603,22",48,24,24,Academic / Study,How-to / Question,Python,dbt,,TRUE,High,"326,2",
1a422809-1050-4f52-812e-c8ab07f14ec6,Cambiar dólares en Argentina,2023-11-01,2023-11-01 13:41:22.103489,2023-11-01 13:42:21.167228,"0,98",4,2,2,Personal / Advice,How-to / Question,Personal / Daily Life,,,TRUE,Medium,126,
a39a72bb-6fb6-450e-a73b-258a04f08780,Stroke-Related SAH Diagnosis Codes,2023-11-01,2023-11-01 15:09:09.069176,2023-11-01 17:51:15.049447,"162,1",24,12,12,Translation / Writing,How-to / Question,Writing / Translation,,,TRUE,High,"2692,4",
08a672d5-9c02-444a-a798-f8a3a8590217,CNV President Appointment Process,2023-11-01,2023-11-01 18:14:41.995263,2023-11-01 18:22:53.295790,"8,19",8,3,4,Academic / Study,How-to / Question,Study / Coursework,,,TRUE,Medium,"448,7",
ab68b0c9-6132-4452-81dd-91bb6ebb1e69,Precio del bono: $91,2023-11-01,2023-11-01 18:28:27.995781,2023-11-01 18:41:31.688403,"13,06",10,4,5,Academic / Study,Analysis / Research,Study / Coursework,,,TRUE,High,"1393,8",
ee47fb74-530d-4caa-ab09-2844b924e1a5,Eliminar espacios en Excel.,2023-11-02,2023-11-02 12:32:06.511523,2023-11-02 13:19:54.812921,"47,81",14,7,7,Data Engineering,How-to / Question,dbt,,,TRUE,High,"98,9",
3b492c31-03d0-4f03-ba23-3872cfbc6840,Hacer push desde VS Code,2023-11-02,2023-11-02 14:51:48.427863,2023-11-02 15:49:41.087268,"57,88",16,8,8,SQL / BI,How-to / Question,SQL Server / SSIS / SSRS,dbt,,TRUE,High,"599,5",
66622d84-0ab9-44b5-99a1-6711fb96edc8,Crear nueva rama desde isa__stroke_diagnosis,2023-11-02,2023-11-02 16:37:07.741082,2023-11-03 15:50:30.935355,"1393,39",33,16,17,Academic / Study,Build / Design,dbt,,,TRUE,High,"276,8",
92d50c66-969f-4a11-8c50-a01f19971bd0,New chat,2023-11-03,2023-11-03 15:52:22.863616,2023-11-03 15:52:48.161286,"0,42",2,1,1,Machine Learning / AI,Analysis / Research,AI / ML,,,TRUE,Medium,965,
f4ea85b5-c34f-4e21-9c40-fe06aa3e7744,Ayuda con PowerPoint,2023-11-03,2023-11-03 15:53:11.410974,2023-11-03 15:53:17.769021,"0,11",2,1,1,General / Other,Build / Design,General Purpose,,,TRUE,Low,42,
f124898f-ebfd-4270-ae58-29c8ec030e88,New chat,2023-11-03,2023-11-03 15:53:32.866331,2023-11-03 15:53:39.691089,"0,11",2,1,1,General / Other,Build / Design,General Purpose,,,TRUE,Low,37,
7034e1fd-0e35-43a8-a3a3-31f6c92b9255,Crear Presentación PowerPoint,2023-11-03,2023-11-03 15:53:48.223639,2023-11-03 15:54:44.786858,"0,94",4,2,2,Machine Learning / AI,Build / Design,AI / ML,,,TRUE,Medium,432,
16ce3610-2086-4536-9635-260f8f6050f3,Crear diapositivas PowerPoint,2023-11-03,2023-11-03 15:55:28.202806,2023-11-03 16:35:02.569217,"39,57",10,5,5,Academic / Study,How-to / Question,Study / Coursework,,,TRUE,Medium,"263,2",
a68157f1-cbdd-4957-b9b9-102e7811a064,Informe Consolidado: Futuro Profesional,2023-11-04,2023-11-04 12:23:15.170651,2023-11-04 13:04:15.574804,"41,01",8,4,4,Academic / Study,How-to / Question,Study / Coursework,,,TRUE,High,"1876,5",
84e0c1e7-98fb-40f6-85a8-9af0cdab867f,Baja de bien de uso,2023-11-06,2023-11-06 11:33:56.427683,2023-11-06 15:06:34.357559,"212,63",6,3,3,General / Other,How-to / Question,General Purpose,,,TRUE,Medium,100,
859115ec-b11c-454b-834d-8b3c9eb80294,Ayuda en presentación PowerPoint,2023-11-06,2023-11-06 11:36:17.075477,2023-11-06 18:26:33.019114,"410,27",74,17,34,Machine Learning / AI,Build / Design,AI / ML,,,TRUE,High,"140,9",
31aa8849-c83b-46ff-b279-fc497cbc3600,dbt Build Errors Troubleshooting,2023-11-06,2023-11-06 13:54:56.601679,2023-11-06 16:31:57.494687,"157,01",12,6,6,Data Engineering,How-to / Question,Git / GitHub,dbt,,TRUE,High,"972,5",
a47bf011-2db6-47cf-a20c-5e9da84af95a,Crear CMI Volkswagen en Word,2023-11-06,2023-11-06 18:28:30.506947,2023-11-06 18:36:44.429519,"8,23",16,2,8,General / Other,Build / Design,General Purpose,,,TRUE,Low,107,
a27c0881-ea37-4cd1-84cc-05c12fe0493d,Buscar columna en Azure SQL,2023-11-07,2023-11-07 11:59:13.543322,2023-11-07 15:23:08.924779,"203,92",8,4,4,SQL / BI,How-to / Question,SQL / BI Tools,,,TRUE,Medium,"137,8",
7bbc40bb-50f6-4018-be08-cedf400847b2,Trabajo sobre Elon Musk,2023-11-07,2023-11-07 12:48:39.293058,2023-11-07 13:16:22.787085,"27,72",14,6,8,Academic / Study,How-to / Question,Study / Coursework,,,TRUE,Medium,"166,8",
ec7082dc-527d-4caa-a6d5-e9958e40a196,New chat,2023-11-07,2023-11-07 16:24:35.057641,2023-11-07 18:19:44.608759,"115,16",32,9,15,Translation / Writing,How-to / Question,Writing / Translation,,,TRUE,High,"159,9",
19893f86-ce6f-4598-96f3-5c32a3118380,SQL Query for Data Filtering,2023-11-08,2023-11-08 12:07:25.760322,2023-11-09 22:44:09.982381,"2076,74",50,20,24,SQL / BI,How-to / Question,Git / GitHub,dbt,,TRUE,High,"379,7",
4bef0231-8202-461a-a2a2-07c7b961f6ef,Auditoría de deudores por ventas,2023-11-08,2023-11-08 18:13:32.636410,2023-11-08 19:16:13.109613,"62,67",10,5,5,Translation / Writing,Analysis / Research,Writing / Translation,,,TRUE,High,"2726,6",
af106ada-6936-469d-bd62-6c7e720cdd8d,Nike's Strategic Transformation & Benchmarking,2023-11-08,2023-11-08 19:08:55.479261,2023-11-08 20:24:23.069208,"75,46",4,2,2,AWS / Cloud,Analysis / Research,dbt,,,TRUE,High,"6301,5",
92c648a9-9f60-4dd9-b957-31eb84b25e90,Error en modelo de dbt,2023-11-08,2023-11-08 20:30:34.264960,2023-11-08 21:55:33.541204,"84,99",16,8,8,SQL / BI,How-to / Question,dbt,,,TRUE,High,"439,2",
88e660f2-643f-4ce1-a5a5-a1bdd9044551,Error de conversión SQL,2023-11-09,2023-11-09 15:00:02.436582,2023-11-09 17:16:51.086517,"136,81",34,14,16,Data Engineering,How-to / Question,SQL Server / SSIS / SSRS,dbt,,TRUE,High,"1306,6",
4f6a869c-c987-4406-af1a-a6c1ff701ac3,Error de conversión en dbt.,2023-11-09,2023-11-09 17:19:10.171312,2023-11-09 17:34:59.660482,"15,82",5,2,3,Data Engineering,Troubleshooting,SQL Server / SSIS / SSRS,dbt,,TRUE,High,"2395,5",
605f84ce-fa06-4247-b345-02f775de4c7a,Rebuild tabla mock en dbt,2023-11-09,2023-11-09 17:35:35.091613,2023-11-09 17:52:23.217659,"16,8",8,4,4,Academic / Study,Build / Design,Git / GitHub,dbt,,TRUE,Medium,"362,2",
470bbf16-8b6a-40ce-8ead-984635b87840,Resumen de PDF,2023-11-09,2023-11-09 22:11:04.900389,2023-11-09 22:11:14.921803,"0,17",2,1,1,Academic / Study,How-to / Question,Study / Coursework,,,TRUE,Low,41,
6b3e9cce-ecee-42d0-bea4-d34c5a56c9c0,Resumen de PDF no disponible,2023-11-09,2023-11-09 22:12:15.094074,2023-11-09 22:12:24.680653,"0,16",2,1,1,Academic / Study,How-to / Question,Study / Coursework,,,TRUE,Low,52,
7d0e96b5-b11f-4c89-844f-3b450f43792c,Git Branch Divergence Resolution,2023-11-10,2023-11-10 15:42:52.305672,2023-11-13 15:16:07.411444,"4293,25",12,6,6,Academic / Study,How-to / Question,Git / GitHub,dbt,,TRUE,High,328,
211ec0e8-3638-4228-99bd-aa5f678a6a2c,Análisis de Volkswagen AG,2023-11-13,2023-11-13 19:14:15.050607,2023-11-13 21:11:09.658089,"116,91",4,2,2,Academic / Study,How-to / Question,Study / Coursework,,,TRUE,High,"3872,5",
b90f52b2-e01e-45ce-a963-e73d129ede27,Evitar migración entorno demo.,2023-11-13,2023-11-13 21:10:26.518736,2023-11-13 21:10:36.029315,"0,16",2,1,1,General / Other,How-to / Question,General Purpose,,,TRUE,Low,80,
2a2e7c4a-60a0-4c30-9704-d379c9523206,Resolver conflictos en Azure DevOps,2023-11-14,2023-11-14 15:30:41.490687,2023-11-14 15:41:50.487754,"11,15",5,2,3,General / Other,How-to / Question,General Purpose,,,TRUE,Low,"76,5",
c68d557d-4193-4840-9e62-f811098c408d,New chat,2023-11-14,2023-11-14 15:42:28.230485,2023-11-14 16:01:44.144977,"19,27",13,6,7,Academic / Study,How-to / Question,Git / GitHub,dbt,,TRUE,High,"678,5",
1205a739-7616-4e8b-8447-629083f099b9,Reiniciar Pull Request (PR),2023-11-14,2023-11-14 16:02:04.653385,2023-11-14 16:11:49.586237,"9,75",8,4,4,General / Other,How-to / Question,General Purpose,,,TRUE,Medium,81,
bf0abb99-d263-4bb7-8168-08c1bcf2a63b,Francia lidera ingresos turismo.,2023-11-14,2023-11-14 20:26:10.856176,2023-11-14 20:27:36.218089,"1,42",6,3,3,General / Other,General Inquiry,General Purpose,,,TRUE,Medium,"197,3",
f85c0b1a-7e01-4fec-9880-9d967af0e14e,Actualizar rama local desde remota,2023-11-15,2023-11-15 14:53:40.154153,2023-11-15 19:11:21.976267,"257,7",51,19,19,Academic / Study,How-to / Question,Git / GitHub,,,TRUE,High,"162,4",
a1ef25d9-30c2-4937-8455-75ec5fc5d2b5,Entrevista laboral: preguntas comunes,2023-11-16,2023-11-16 14:54:45.911507,2023-11-16 15:46:18.066183,"51,54",14,7,7,Translation / Writing,How-to / Question,Writing / Translation,,,TRUE,High,"91,6",
